Fecha,Total
08-apr-16,2
01-apr-16,1
30-mar-16,2
29-mar-16,1
23-mar-16,1
21-mar-16,1
18-mar-16,1
14-mar-16,1
04-mar-16,2
02-mar-16,2
01-mar-16,1
25-feb-16,2
19-feb-16,2
18-feb-16,1
15-feb-16,1
12-feb-16,1
11-feb-16,1
05-feb-16,1
04-feb-16,1
01-feb-16,1
29-jan-16,1
26-jan-16,2
25-jan-16,2
15-jan-16,1
14-jan-16,1
12-jan-16,1
11-jan-16,4
04-jan-16,1
31-dec-15,1
22-dec-15,1
18-dec-15,1
03-dec-15,1
25-nov-15,1
23-nov-15,1
20-nov-15,1
13-nov-15,1
09-nov-15,1
04-nov-15,1
29-oct-15,1
28-oct-15,1
19-oct-15,1
15-oct-15,1
06-oct-15,1
30-sep-15,1
29-sep-15,1
07-sep-15,1
01-sep-15,1
31-aug-15,1
18-aug-15,1
17-aug-15,1
12-aug-15,1
31-jul-15,1
27-jul-15,1
25-jun-15,1
23-jun-15,1
22-jun-15,1
19-jun-15,1
10-jun-15,1
28-may-15,2
20-may-15,2
18-may-15,1
04-may-15,1
21-apr-15,1
14-apr-15,2
13-apr-15,1
25-mar-15,1
23-mar-15,1
22-mar-15,1
17-mar-15,1
12-feb-15,1
10-feb-15,1
09-feb-15,1
20-jan-15,1
14-jan-15,1
24-dec-14,1
16-dec-14,2
09-dec-14,1
03-dec-14,3
20-nov-14,1
11-nov-14,1
29-oct-14,2
05-sep-14,1
04-sep-14,1
25-aug-14,1
12-aug-14,1
11-aug-14,1
29-jul-14,1
17-jul-14,1
02-jul-14,1
01-jul-14,1
25-jun-14,1
19-jun-14,1
12-jun-14,1
10-jun-14,1
21-may-14,1
06-may-14,1
25-apr-14,1
31-mar-14,2
18-mar-14,1
11-mar-14,1
19-feb-14,1
12-feb-14,1
11-feb-14,1
04-feb-14,1
28-jan-14,2
21-jan-14,1
16-jan-14,1
15-jan-14,1
08-jan-14,1
07-jan-14,1
19-dec-13,1
11-dec-13,1
23-nov-13,1
21-nov-13,1
19-nov-13,1
15-nov-13,1
17-oct-13,1
18-sep-13,1
16-sep-13,1
04-sep-13,1
09-aug-13,1
05-aug-13,1
15-jul-13,1
02-jul-13,1
25-jun-13,1
20-jun-13,1
14-jun-13,1
12-jun-13,1
11-jun-13,1
28-may-13,1
22-may-13,2
03-may-13,1
27-mar-13,1
25-mar-13,1
07-mar-13,1
05-mar-13,1
26-feb-13,2
12-feb-13,1
05-feb-13,1
31-jan-13,2
16-jan-13,1
10-dec-12,1
09-dec-12,1
27-nov-12,1
12-nov-12,1
05-oct-12,1
03-oct-12,1
25-sep-12,1
09-aug-12,1
17-jul-12,1
05-jul-12,1
23-may-12,1
21-may-12,1
16-may-12,1
15-may-12,1
11-may-12,1
10-may-12,1
23-apr-12,1
19-apr-12,1
28-mar-12,1
26-mar-12,1
23-mar-12,1
20-mar-12,2
14-mar-12,1
12-mar-12,1
02-mar-12,1
29-feb-12,1
22-feb-12,1
21-feb-12,1
19-feb-12,1
16-feb-12,2
14-feb-12,1
02-feb-12,1
31-jan-12,1
30-jan-12,1
17-jan-12,1
12-dec-11,1
09-dec-11,1
28-nov-11,1
17-nov-11,1
16-nov-11,2
15-nov-11,1
14-nov-11,1
01-nov-11,1
31-oct-11,1
27-oct-11,1
26-oct-11,1
20-oct-11,1
19-oct-11,3
17-oct-11,2
13-oct-11,1
11-oct-11,1
10-oct-11,1
28-sep-11,1
27-sep-11,2
23-sep-11,1
22-sep-11,1
16-sep-11,1
12-sep-11,1
09-sep-11,1
06-sep-11,1
02-sep-11,1
29-aug-11,2
25-aug-11,1
17-aug-11,1
28-jul-11,1
21-jul-11,1
20-jul-11,1
12-jul-11,1
16-jun-11,1
11-jun-11,1
10-jun-11,1
03-jun-11,1
02-jun-11,1
01-jun-11,1
13-may-11,1
11-may-11,1
28-apr-11,1
26-apr-11,1
20-apr-11,1
15-apr-11,1
12-apr-11,1
05-apr-11,1
24-mar-11,1
23-mar-11,1
18-mar-11,1
16-mar-11,1
03-mar-11,1
24-feb-11,1
18-feb-11,1
04-feb-11,1
27-jan-11,1
25-jan-11,1
20-jan-11,1
19-jan-11,1
14-jan-11,1
13-jan-11,2
09-jan-11,1
18-dec-10,1
15-dec-10,1
13-dec-10,1
10-dec-10,1
19-nov-10,1
08-nov-10,1
03-nov-10,1
20-oct-10,1
06-oct-10,1
30-sep-10,1
28-sep-10,1
21-sep-10,1
14-sep-10,1
09-sep-10,1
06-sep-10,1
20-aug-10,1
13-jul-10,2
06-jul-10,1
21-jun-10,1
04-jun-10,1
26-may-10,1
28-apr-10,1
08-apr-10,1
30-mar-10,1
23-mar-10,1
15-mar-10,1
18-feb-10,1
09-feb-10,1
08-feb-10,1
05-feb-10,1
18-jan-10,1
15-jan-10,1
02-dec-09,1
16-nov-09,1
06-nov-09,1
01-oct-09,1
15-sep-09,1
08-sep-09,1
05-jun-09,1
04-may-09,1
08-apr-09,1
13-nov-08,1
