36.62
27.76
7.34
3.39
1.02
0.92
0.91
0.86
0.67
0.58
0.57
0.43
0.41
0.39
0.36
0.30
0.30
0.30
0.29
0.27
0.27
0.26
0.26
0.25
0.25
0.25
0.25
0.24
0.23
0.21
